step	generator	AUROC	TPR_at_1pct_FPR
120	falcon3-10b-instruct	0.9996	0.9912
120	gemini-1.5-pro	0.9844	0.9172
120	gemini-2.0-flash	0.9996	0.9928
120	gemini-pro	0.9871	0.6102
120	gemini-pro-paraphrase	0.9894	0.6571
120	gpt-3.5-turbo	0.9999	1.0000
120	gpt-4-turbo	0.9992	0.9524
120	gpt-4-turbo-paraphrase	0.9897	0.7627
120	gpt-4.5-preview	0.9985	0.9333
120	gpt-4o	0.9999	1.0000
120	gpt-4o-mini	0.9999	1.0000
120	llama-2-70b-chat	0.9953	0.8000
120	llama-2-7b-chat	0.9934	0.7500
120	llama-3.1-8b-instruct	0.9932	0.8987
120	llama-3.3-70b-instruct	0.9990	0.9630
120	ministral-8b-instruct-2410	0.9997	0.9928
120	mistral-7b-instruct-v0.2	0.9918	0.7059
120	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
120	o3-mini	0.9999	1.0000
120	qwen1.5-72b-chat-8bit	0.9997	0.9841
120	text-bison-002	0.9983	0.9130
120	MACRO_AVG	0.9957	0.8894
120	GLOBAL_TPR_AT_1FPR	-	0.9745
125	deepseek-r1-distill-qwen-32b	0.9997	1.0000
125	falcon3-10b-instruct	0.9996	0.9912
125	gemini-1.5-pro	0.9844	0.9172
125	gemini-2.0-flash	0.9996	0.9928
125	gemini-pro	0.9871	0.6102
125	gemini-pro-paraphrase	0.9894	0.6571
125	gpt-3.5-turbo	0.9999	1.0000
125	gpt-4-turbo	0.9992	0.9524
125	gpt-4-turbo-paraphrase	0.9897	0.7627
125	gpt-4.5-preview	0.9985	0.9333
125	gpt-4o	0.9999	1.0000
125	gpt-4o-mini	0.9999	1.0000
125	llama-2-70b-chat	0.9953	0.8000
125	llama-2-7b-chat	0.9934	0.7500
125	llama-3.1-8b-instruct	0.9932	0.8987
125	llama-3.3-70b-instruct	0.9990	0.9630
125	ministral-8b-instruct-2410	0.9997	0.9928
125	mistral-7b-instruct-v0.2	0.9918	0.7059
125	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
125	o3-mini	0.9999	1.0000
125	qwen1.5-72b-chat-8bit	0.9997	0.9841
125	text-bison-002	0.9983	0.9130
125	MACRO_AVG	0.9957	0.8894
125	GLOBAL_TPR_AT_1FPR	-	0.9745
130	deepseek-r1-distill-qwen-32b	0.9997	1.0000
130	falcon3-10b-instruct	0.9996	0.9912
130	gemini-1.5-pro	0.9844	0.9172
130	gemini-2.0-flash	0.9996	0.9928
130	gemini-pro	0.9871	0.6102
130	gemini-pro-paraphrase	0.9894	0.6571
130	gpt-3.5-turbo	0.9999	1.0000
130	gpt-4-turbo	0.9992	0.9524
130	gpt-4-turbo-paraphrase	0.9897	0.7627
130	gpt-4.5-preview	0.9985	0.9333
130	gpt-4o	0.9999	1.0000
130	gpt-4o-mini	0.9999	1.0000
130	llama-2-70b-chat	0.9953	0.8000
130	llama-2-7b-chat	0.9934	0.7500
130	llama-3.1-8b-instruct	0.9932	0.8987
130	llama-3.3-70b-instruct	0.9990	0.9630
130	ministral-8b-instruct-2410	0.9997	0.9928
130	mistral-7b-instruct-v0.2	0.9918	0.7059
130	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
130	o3-mini	0.9999	1.0000
130	qwen1.5-72b-chat-8bit	0.9997	0.9841
130	text-bison-002	0.9983	0.9130
130	MACRO_AVG	0.9957	0.8894
130	GLOBAL_TPR_AT_1FPR	-	0.9745
135	deepseek-r1-distill-qwen-32b	0.9997	1.0000
135	falcon3-10b-instruct	0.9996	0.9912
135	gemini-1.5-pro	0.9844	0.9172
135	gemini-2.0-flash	0.9996	0.9928
135	gemini-pro	0.9871	0.6102
135	gemini-pro-paraphrase	0.9894	0.6571
135	gpt-3.5-turbo	0.9999	1.0000
135	gpt-4-turbo	0.9992	0.9524
135	gpt-4-turbo-paraphrase	0.9897	0.7627
135	gpt-4.5-preview	0.9985	0.9333
135	gpt-4o	0.9999	1.0000
135	gpt-4o-mini	0.9999	1.0000
135	llama-2-70b-chat	0.9953	0.8000
135	llama-2-7b-chat	0.9934	0.7500
135	llama-3.1-8b-instruct	0.9932	0.8987
135	llama-3.3-70b-instruct	0.9990	0.9630
135	ministral-8b-instruct-2410	0.9997	0.9928
135	mistral-7b-instruct-v0.2	0.9918	0.7059
135	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
135	o3-mini	0.9999	1.0000
135	qwen1.5-72b-chat-8bit	0.9997	0.9841
135	text-bison-002	0.9983	0.9130
135	MACRO_AVG	0.9957	0.8894
135	GLOBAL_TPR_AT_1FPR	-	0.9745
140	deepseek-r1-distill-qwen-32b	0.9997	1.0000
140	falcon3-10b-instruct	0.9996	0.9912
140	gemini-1.5-pro	0.9844	0.9172
140	gemini-2.0-flash	0.9996	0.9928
140	gemini-pro	0.9871	0.6102
140	gemini-pro-paraphrase	0.9894	0.6571
140	gpt-3.5-turbo	0.9999	1.0000
140	gpt-4-turbo	0.9992	0.9524
140	gpt-4-turbo-paraphrase	0.9897	0.7627
140	gpt-4.5-preview	0.9985	0.9333
140	gpt-4o	0.9999	1.0000
140	gpt-4o-mini	0.9999	1.0000
140	llama-2-70b-chat	0.9953	0.8000
140	llama-2-7b-chat	0.9934	0.7500
140	llama-3.1-8b-instruct	0.9932	0.8987
140	llama-3.3-70b-instruct	0.9990	0.9630
140	ministral-8b-instruct-2410	0.9997	0.9928
140	mistral-7b-instruct-v0.2	0.9918	0.7059
140	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
140	o3-mini	0.9999	1.0000
140	qwen1.5-72b-chat-8bit	0.9997	0.9841
140	text-bison-002	0.9983	0.9130
140	MACRO_AVG	0.9957	0.8894
140	GLOBAL_TPR_AT_1FPR	-	0.9745
145	deepseek-r1-distill-qwen-32b	0.9997	1.0000
145	falcon3-10b-instruct	0.9996	0.9912
145	gemini-1.5-pro	0.9844	0.9172
145	gemini-2.0-flash	0.9996	0.9928
145	gemini-pro	0.9871	0.6102
145	gemini-pro-paraphrase	0.9894	0.6571
145	gpt-3.5-turbo	0.9999	1.0000
145	gpt-4-turbo	0.9992	0.9524
145	gpt-4-turbo-paraphrase	0.9897	0.7627
145	gpt-4.5-preview	0.9985	0.9333
145	gpt-4o	0.9999	1.0000
145	gpt-4o-mini	0.9999	1.0000
145	llama-2-70b-chat	0.9953	0.8000
145	llama-2-7b-chat	0.9934	0.7500
145	llama-3.1-8b-instruct	0.9932	0.8987
145	llama-3.3-70b-instruct	0.9990	0.9630
145	ministral-8b-instruct-2410	0.9997	0.9928
145	mistral-7b-instruct-v0.2	0.9918	0.7059
145	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
145	o3-mini	0.9999	1.0000
145	qwen1.5-72b-chat-8bit	0.9997	0.9841
145	text-bison-002	0.9983	0.9130
145	MACRO_AVG	0.9957	0.8894
145	GLOBAL_TPR_AT_1FPR	-	0.9745
150	deepseek-r1-distill-qwen-32b	0.9997	1.0000
150	falcon3-10b-instruct	0.9996	0.9912
150	gemini-1.5-pro	0.9844	0.9172
150	gemini-2.0-flash	0.9996	0.9928
150	gemini-pro	0.9871	0.6102
150	gemini-pro-paraphrase	0.9894	0.6571
150	gpt-3.5-turbo	0.9999	1.0000
150	gpt-4-turbo	0.9992	0.9524
150	gpt-4-turbo-paraphrase	0.9897	0.7627
150	gpt-4.5-preview	0.9985	0.9333
150	gpt-4o	0.9999	1.0000
150	gpt-4o-mini	0.9999	1.0000
150	llama-2-70b-chat	0.9953	0.8000
150	llama-2-7b-chat	0.9934	0.7500
150	llama-3.1-8b-instruct	0.9932	0.8987
150	llama-3.3-70b-instruct	0.9990	0.9630
150	ministral-8b-instruct-2410	0.9997	0.9928
150	mistral-7b-instruct-v0.2	0.9918	0.7059
150	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
150	o3-mini	0.9999	1.0000
150	qwen1.5-72b-chat-8bit	0.9997	0.9841
150	text-bison-002	0.9983	0.9130
150	MACRO_AVG	0.9957	0.8894
150	GLOBAL_TPR_AT_1FPR	-	0.9745
155	deepseek-r1-distill-qwen-32b	0.9997	1.0000
155	falcon3-10b-instruct	0.9996	0.9912
155	gemini-1.5-pro	0.9844	0.9172
155	gemini-2.0-flash	0.9996	0.9928
155	gemini-pro	0.9871	0.6102
155	gemini-pro-paraphrase	0.9894	0.6571
155	gpt-3.5-turbo	0.9999	1.0000
155	gpt-4-turbo	0.9992	0.9524
155	gpt-4-turbo-paraphrase	0.9897	0.7627
155	gpt-4.5-preview	0.9985	0.9333
155	gpt-4o	0.9999	1.0000
155	gpt-4o-mini	0.9999	1.0000
155	llama-2-70b-chat	0.9953	0.8000
155	llama-2-7b-chat	0.9934	0.7500
155	llama-3.1-8b-instruct	0.9932	0.8987
155	llama-3.3-70b-instruct	0.9990	0.9630
155	ministral-8b-instruct-2410	0.9997	0.9928
155	mistral-7b-instruct-v0.2	0.9918	0.7059
155	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
155	o3-mini	0.9999	1.0000
155	qwen1.5-72b-chat-8bit	0.9997	0.9841
155	text-bison-002	0.9983	0.9130
155	MACRO_AVG	0.9957	0.8894
155	GLOBAL_TPR_AT_1FPR	-	0.9745
160	deepseek-r1-distill-qwen-32b	0.9997	1.0000
160	falcon3-10b-instruct	0.9996	0.9912
160	gemini-1.5-pro	0.9844	0.9172
160	gemini-2.0-flash	0.9996	0.9928
160	gemini-pro	0.9871	0.6102
160	gemini-pro-paraphrase	0.9894	0.6571
160	gpt-3.5-turbo	0.9999	1.0000
160	gpt-4-turbo	0.9992	0.9524
160	gpt-4-turbo-paraphrase	0.9897	0.7627
160	gpt-4.5-preview	0.9985	0.9333
160	gpt-4o	0.9999	1.0000
160	gpt-4o-mini	0.9999	1.0000
160	llama-2-70b-chat	0.9953	0.8000
160	llama-2-7b-chat	0.9934	0.7500
160	llama-3.1-8b-instruct	0.9932	0.8987
160	llama-3.3-70b-instruct	0.9990	0.9630
160	ministral-8b-instruct-2410	0.9997	0.9928
160	mistral-7b-instruct-v0.2	0.9918	0.7059
160	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
160	o3-mini	0.9999	1.0000
160	qwen1.5-72b-chat-8bit	0.9997	0.9841
160	text-bison-002	0.9983	0.9130
160	MACRO_AVG	0.9957	0.8894
160	GLOBAL_TPR_AT_1FPR	-	0.9745
165	deepseek-r1-distill-qwen-32b	0.9997	1.0000
165	falcon3-10b-instruct	0.9996	0.9912
165	gemini-1.5-pro	0.9844	0.9172
165	gemini-2.0-flash	0.9996	0.9928
165	gemini-pro	0.9871	0.6102
165	gemini-pro-paraphrase	0.9894	0.6571
165	gpt-3.5-turbo	0.9999	1.0000
165	gpt-4-turbo	0.9992	0.9524
165	gpt-4-turbo-paraphrase	0.9897	0.7627
165	gpt-4.5-preview	0.9985	0.9333
165	gpt-4o	0.9999	1.0000
165	gpt-4o-mini	0.9999	1.0000
165	llama-2-70b-chat	0.9953	0.8000
165	llama-2-7b-chat	0.9934	0.7500
165	llama-3.1-8b-instruct	0.9932	0.8987
165	llama-3.3-70b-instruct	0.9990	0.9630
165	ministral-8b-instruct-2410	0.9997	0.9928
165	mistral-7b-instruct-v0.2	0.9918	0.7059
165	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
165	o3-mini	0.9999	1.0000
165	qwen1.5-72b-chat-8bit	0.9997	0.9841
165	text-bison-002	0.9983	0.9130
165	MACRO_AVG	0.9957	0.8894
165	GLOBAL_TPR_AT_1FPR	-	0.9745
170	deepseek-r1-distill-qwen-32b	0.9997	1.0000
170	falcon3-10b-instruct	0.9996	0.9912
170	gemini-1.5-pro	0.9844	0.9172
170	gemini-2.0-flash	0.9996	0.9928
170	gemini-pro	0.9871	0.6102
170	gemini-pro-paraphrase	0.9894	0.6571
170	gpt-3.5-turbo	0.9999	1.0000
170	gpt-4-turbo	0.9992	0.9524
170	gpt-4-turbo-paraphrase	0.9897	0.7627
170	gpt-4.5-preview	0.9985	0.9333
170	gpt-4o	0.9999	1.0000
170	gpt-4o-mini	0.9999	1.0000
170	llama-2-70b-chat	0.9953	0.8000
170	llama-2-7b-chat	0.9934	0.7500
170	llama-3.1-8b-instruct	0.9932	0.8987
170	llama-3.3-70b-instruct	0.9990	0.9630
170	ministral-8b-instruct-2410	0.9997	0.9928
170	mistral-7b-instruct-v0.2	0.9918	0.7059
170	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
170	o3-mini	0.9999	1.0000
170	qwen1.5-72b-chat-8bit	0.9997	0.9841
170	text-bison-002	0.9983	0.9130
170	MACRO_AVG	0.9957	0.8894
170	GLOBAL_TPR_AT_1FPR	-	0.9745
175	deepseek-r1-distill-qwen-32b	0.9997	1.0000
175	falcon3-10b-instruct	0.9996	0.9912
175	gemini-1.5-pro	0.9844	0.9172
175	gemini-2.0-flash	0.9996	0.9928
175	gemini-pro	0.9871	0.6102
175	gemini-pro-paraphrase	0.9894	0.6571
175	gpt-3.5-turbo	0.9999	1.0000
175	gpt-4-turbo	0.9992	0.9524
175	gpt-4-turbo-paraphrase	0.9897	0.7627
175	gpt-4.5-preview	0.9985	0.9333
175	gpt-4o	0.9999	1.0000
175	gpt-4o-mini	0.9999	1.0000
175	llama-2-70b-chat	0.9953	0.8000
175	llama-2-7b-chat	0.9934	0.7500
175	llama-3.1-8b-instruct	0.9932	0.8987
175	llama-3.3-70b-instruct	0.9990	0.9630
175	ministral-8b-instruct-2410	0.9997	0.9928
175	mistral-7b-instruct-v0.2	0.9918	0.7059
175	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
175	o3-mini	0.9999	1.0000
175	qwen1.5-72b-chat-8bit	0.9997	0.9841
175	text-bison-002	0.9983	0.9130
175	MACRO_AVG	0.9957	0.8894
175	GLOBAL_TPR_AT_1FPR	-	0.9745
